account,product,contract,direction,qty,entry_price,entry_time,exit_price,exit_time,pnl,source
TOF189563,M2K,M2KU6,Short,1.0,3024.5,2026-08-24T03:26:27,3021.3,2026-08-24T04:27:21,16.0,Orders-103_TOF189563-Trade-History_parsed Orders-101 by Claude.csv
TAKEPROFIT917806711,MYM,MYMU6,Long,5.0,53229.0,2026-08-24T07:07:53,53454.0,2026-08-24T09:32:35,562.5,Orders-87.csv
TOF189562,MYM,MYMU6,Long,1.0,53229.0,2026-08-24T11:07:53,53454.0,2026-08-24T13:32:35,112.5,Orders-102_TOF189562-Trade-History_parsed Orders-100 by Claude.csv
TOF189562,MYM,MYMU6,Long,4.0,53229.0,2026-08-24T11:07:53,53454.0,2026-08-24T13:32:35,450.0,Orders-102_TOF189562-Trade-History_parsed Orders-100 by Claude.csv
TOF189563,MYM,MYMU6,Long,1.0,53229.0,2026-08-24T11:07:53,53454.0,2026-08-24T13:32:35,112.5,Orders-103_TOF189563-Trade-History_parsed Orders-101 by Claude.csv
TOF189563,MYM,MYMU6,Long,4.0,53229.0,2026-08-24T11:07:53,53454.0,2026-08-24T13:32:35,450.0,Orders-103_TOF189563-Trade-History_parsed Orders-101 by Claude.csv
TAKEPROFIT917806711,M2K,M2KU6,Long,7.0,2998.6,2026-08-24T13:34:51,3003.0,2026-08-24T14:21:55,154.0,Orders-87.csv
TOF189562,M2K,M2KU6,Long,1.0,2998.6,2026-08-24T17:34:51,3003.0,2026-08-24T18:21:55,22.0,Orders-102_TOF189562-Trade-History_parsed Orders-100 by Claude.csv
TOF189563,M2K,M2KU6,Long,1.0,2998.6,2026-08-24T17:34:51,3003.0,2026-08-24T18:21:55,22.0,Orders-103_TOF189563-Trade-History_parsed Orders-101 by Claude.csv
TOF189562,M2K,M2KU6,Long,1.0,2998.6,2026-08-24T17:34:51,3003.0,2026-08-24T18:21:56,22.0,Orders-102_TOF189562-Trade-History_parsed Orders-100 by Claude.csv
TOF189562,M2K,M2KU6,Long,1.0,2998.6,2026-08-24T17:34:51,3003.0,2026-08-24T18:21:56,22.0,Orders-102_TOF189562-Trade-History_parsed Orders-100 by Claude.csv
TOF189562,M2K,M2KU6,Long,1.0,2998.6,2026-08-24T17:34:51,3003.0,2026-08-24T18:21:56,22.0,Orders-102_TOF189562-Trade-History_parsed Orders-100 by Claude.csv
TOF189562,M2K,M2KU6,Long,1.0,2998.6,2026-08-24T17:34:55,3003.0,2026-08-24T18:21:56,22.0,Orders-102_TOF189562-Trade-History_parsed Orders-100 by Claude.csv
TOF189562,M2K,M2KU6,Long,1.0,2998.6,2026-08-24T17:34:57,3003.0,2026-08-24T18:21:56,22.0,Orders-102_TOF189562-Trade-History_parsed Orders-100 by Claude.csv
TOF189562,M2K,M2KU6,Long,1.0,2998.6,2026-08-24T17:34:57,3003.0,2026-08-24T18:21:56,22.0,Orders-102_TOF189562-Trade-History_parsed Orders-100 by Claude.csv
TOF189563,M2K,M2KU6,Long,1.0,2998.6,2026-08-24T17:34:51,3003.0,2026-08-24T18:21:56,22.0,Orders-103_TOF189563-Trade-History_parsed Orders-101 by Claude.csv
TOF189563,M2K,M2KU6,Long,1.0,2998.6,2026-08-24T17:34:51,3003.0,2026-08-24T18:21:56,22.0,Orders-103_TOF189563-Trade-History_parsed Orders-101 by Claude.csv
TOF189563,M2K,M2KU6,Long,1.0,2998.6,2026-08-24T17:34:51,3003.0,2026-08-24T18:21:56,22.0,Orders-103_TOF189563-Trade-History_parsed Orders-101 by Claude.csv
TOF189563,M2K,M2KU6,Long,1.0,2998.6,2026-08-24T17:34:55,3003.0,2026-08-24T18:21:56,22.0,Orders-103_TOF189563-Trade-History_parsed Orders-101 by Claude.csv
TOF189563,M2K,M2KU6,Long,1.0,2998.6,2026-08-24T17:34:57,3003.0,2026-08-24T18:21:56,22.0,Orders-103_TOF189563-Trade-History_parsed Orders-101 by Claude.csv
TOF189563,M2K,M2KU6,Long,1.0,2998.6,2026-08-24T17:34:57,3003.0,2026-08-24T18:21:56,22.0,Orders-103_TOF189563-Trade-History_parsed Orders-101 by Claude.csv
TAKEPROFIT917806711,MYM,MYMU6,Long,6.0,53481.0,2026-08-25T00:00:24,53688.0,2026-08-25T05:14:01,621.0,Orders-87.csv
TOF189562,MYM,MYMU6,Long,1.0,53481.0,2026-08-25T04:00:24,53673.0,2026-08-25T09:14:01,96.0,Orders-102_TOF189562-Trade-History_parsed Orders-100 by Claude.csv
TOF189562,MYM,MYMU6,Long,2.0,53481.0,2026-08-25T04:00:24,53673.0,2026-08-25T09:14:01,192.0,Orders-102_TOF189562-Trade-History_parsed Orders-100 by Claude.csv
TOF189562,MYM,MYMU6,Long,1.0,53481.0,2026-08-25T04:00:26,53673.0,2026-08-25T09:14:01,96.0,Orders-102_TOF189562-Trade-History_parsed Orders-100 by Claude.csv
TOF189563,MYM,MYMU6,Long,1.0,53481.0,2026-08-25T04:00:24,53673.0,2026-08-25T09:14:01,96.0,Orders-103_TOF189563-Trade-History_parsed Orders-101 by Claude.csv
TOF189563,MYM,MYMU6,Long,2.0,53481.0,2026-08-25T04:00:24,53673.0,2026-08-25T09:14:01,192.0,Orders-103_TOF189563-Trade-History_parsed Orders-101 by Claude.csv
TOF189563,MYM,MYMU6,Long,1.0,53481.0,2026-08-25T04:00:26,53673.0,2026-08-25T09:14:01,96.0,Orders-103_TOF189563-Trade-History_parsed Orders-101 by Claude.csv
TOF189562,MYM,MYMU6,Long,1.0,53481.0,2026-08-25T04:00:26,53719.0,2026-08-25T09:34:08,119.0,Orders-102_TOF189562-Trade-History_parsed Orders-100 by Claude.csv
TOF189562,MYM,MYMU6,Long,1.0,53481.0,2026-08-25T04:00:26,53719.0,2026-08-25T09:34:08,119.0,Orders-102_TOF189562-Trade-History_parsed Orders-100 by Claude.csv
TOF189563,MYM,MYMU6,Long,1.0,53481.0,2026-08-25T04:00:26,53719.0,2026-08-25T09:34:08,119.0,Orders-103_TOF189563-Trade-History_parsed Orders-101 by Claude.csv
TOF189563,MYM,MYMU6,Long,1.0,53481.0,2026-08-25T04:00:26,53719.0,2026-08-25T09:34:08,119.0,Orders-103_TOF189563-Trade-History_parsed Orders-101 by Claude.csv
TAKEPROFIT917806711,MYM,MYMU6,Long,5.0,53685.0,2026-08-25T23:52:09,53739.0,2026-08-26T08:28:02,135.0,Orders-95.csv
TAKEPROFIT917806711,M2K,M2KU6,Long,8.0,3004.4,2026-08-26T08:54:28,3012.2,2026-08-26T09:38:47,312.0,Orders-95.csv
TOF189562,MYM,MYMU6,Long,5.0,53687.0,2026-08-26T03:52:33,53739.0,2026-08-26T12:28:02,130.0,Orders-102_TOF189562-Trade-History_parsed Orders-100 by Claude.csv
TOF189563,MYM,MYMU6,Long,5.0,53687.0,2026-08-26T03:52:21,53739.0,2026-08-26T12:28:02,130.0,Orders-103_TOF189563-Trade-History_parsed Orders-101 by Claude.csv
TOF189562,M2K,M2KU6,Long,1.0,3004.4,2026-08-26T12:54:28,3012.2,2026-08-26T13:38:47,39.0,Orders-102_TOF189562-Trade-History_parsed Orders-100 by Claude.csv
TOF189563,M2K,M2KU6,Long,1.0,3004.4,2026-08-26T12:54:28,3012.2,2026-08-26T13:38:47,39.0,Orders-103_TOF189563-Trade-History_parsed Orders-101 by Claude.csv
TOF189562,M2K,M2KU6,Long,4.0,3004.4,2026-08-26T12:54:28,3012.2,2026-08-26T13:38:48,156.0,Orders-102_TOF189562-Trade-History_parsed Orders-100 by Claude.csv
TOF189562,M2K,M2KU6,Long,1.0,3004.4,2026-08-26T12:54:28,3012.2,2026-08-26T13:38:48,39.0,Orders-102_TOF189562-Trade-History_parsed Orders-100 by Claude.csv
TOF189562,M2K,M2KU6,Long,1.0,3004.4,2026-08-26T12:54:28,3012.2,2026-08-26T13:38:48,39.0,Orders-102_TOF189562-Trade-History_parsed Orders-100 by Claude.csv
TOF189562,M2K,M2KU6,Long,1.0,3004.4,2026-08-26T12:54:28,3012.2,2026-08-26T13:38:48,39.0,Orders-102_TOF189562-Trade-History_parsed Orders-100 by Claude.csv
TOF189563,M2K,M2KU6,Long,1.0,3004.4,2026-08-26T12:54:28,3012.2,2026-08-26T13:38:48,39.0,Orders-103_TOF189563-Trade-History_parsed Orders-101 by Claude.csv
TOF189563,M2K,M2KU6,Long,1.0,3004.4,2026-08-26T12:54:28,3012.2,2026-08-26T13:38:48,39.0,Orders-103_TOF189563-Trade-History_parsed Orders-101 by Claude.csv
TOF189563,M2K,M2KU6,Long,5.0,3004.4,2026-08-26T12:54:28,3012.2,2026-08-26T13:38:48,195.0,Orders-103_TOF189563-Trade-History_parsed Orders-101 by Claude.csv
TAKEPROFIT917806711,M2K,M2KU6,Short,8.0,3019.5,2026-08-26T10:02:22,3013.3,2026-08-26T16:55:01,248.0,Orders-95.csv
TAKEPROFIT917806711,MYM,MYMU6,Short,5.0,53673.0,2026-08-26T16:08:04,53712.0,2026-08-26T16:55:01,-97.5,Orders-95.csv
TOF189562,MYM,MYMU6,Short,5.0,53673.0,2026-08-26T20:08:04,53662.0,2026-08-26T20:10:00,27.5,Orders-102_TOF189562-Trade-History_parsed Orders-100 by Claude.csv
TOF189562,M2K,M2KU6,Short,8.0,3019.5,2026-08-26T14:02:22,3012.4,2026-08-26T20:10:00,284.0,Orders-102_TOF189562-Trade-History_parsed Orders-100 by Claude.csv
TOF189563,MYM,MYMU6,Short,5.0,53673.0,2026-08-26T20:08:04,53663.0,2026-08-26T20:10:02,25.0,Orders-103_TOF189563-Trade-History_parsed Orders-101 by Claude.csv
TOF189563,M2K,M2KU6,Short,8.0,3019.5,2026-08-26T14:02:22,3012.4,2026-08-26T20:10:02,284.0,Orders-103_TOF189563-Trade-History_parsed Orders-101 by Claude.csv
TAKEPROFIT917806711,MYM,MYMU6,Long,5.0,53695.0,2026-08-27T00:18:14,53608.0,2026-08-27T02:09:12,-217.5,Orders-98.csv
TAKEPROFIT917806711,MYM,MYMU6,Short,5.0,53601.0,2026-08-27T02:10:40,53639.0,2026-08-27T02:20:28,-95.0,Orders-98.csv
TAKEPROFIT917806711,MNQ,MNQU6,Short,2.0,29645.0,2026-08-27T04:28:14,29539.0,2026-08-27T07:46:29,424.0,Orders-98.csv
TOF189562,MNQ,MNQU6,Short,2.0,29645.0,2026-08-27T08:28:14,29539.0,2026-08-27T11:46:29,424.0,Orders-102_TOF189562-Trade-History_parsed Orders-100 by Claude.csv
TOF189563,MNQ,MNQU6,Short,2.0,29645.0,2026-08-27T08:28:14,29539.0,2026-08-27T11:46:29,424.0,Orders-103_TOF189563-Trade-History_parsed Orders-101 by Claude.csv
TAKEPROFIT917806711,MYM,MYMU6,Long,5.0,53639.0,2026-08-27T02:20:28,53630.0,2026-08-27T14:05:08,-22.5,Orders-98.csv
TAKEPROFIT917806711,MES,MESU6,Short,3.0,7751.75,2026-08-27T12:54:09,7728.0,2026-08-27T14:27:15,356.25,Orders-98.csv
TAKEPROFIT917806711,MGC,MGCZ6,Long,1.0,4675.8,2026-08-27T01:16:10,4660.8,2026-08-27T15:25:15,-150.0,Orders-98.csv
TAKEPROFIT917806711,MYM,MYMU6,Long,5.0,53608.0,2026-08-27T15:12:50,53598.0,2026-08-27T16:55:01,-25.0,Orders-98.csv
TAKEPROFIT917806711,MNQ,MNQU6,Short,1.0,29642.0,2026-08-27T15:46:09,29625.0,2026-08-27T16:55:01,34.0,Orders-98.csv
TAKEPROFIT917806711,MCL,MCLV6,Short,2.0,84.04,2026-08-27T14:00:57,83.51,2026-08-27T16:55:01,106.0,Orders-98.csv
TAKEPROFIT917806711,MGC,MGCZ6,Long,1.0,4663.6,2026-08-27T15:42:56,4653.8,2026-08-27T16:55:01,-98.0,Orders-98.csv
TOF189562,MES,MESU6,Short,3.0,7751.75,2026-08-27T16:54:09,7728.0,2026-08-27T18:27:15,356.25,Orders-102_TOF189562-Trade-History_parsed Orders-100 by Claude.csv
TOF189563,MES,MESU6,Short,3.0,7751.75,2026-08-27T16:54:09,7728.0,2026-08-27T18:27:15,356.25,Orders-103_TOF189563-Trade-History_parsed Orders-101 by Claude.csv
TOF189562,MCL,MCLV6,Short,2.0,84.04,2026-08-27T18:00:57,83.67,2026-08-27T20:09:58,74.0,Orders-102_TOF189562-Trade-History_parsed Orders-100 by Claude.csv
TOF189563,MCL,MCLV6,Short,2.0,84.04,2026-08-27T18:00:57,83.68,2026-08-27T20:10:02,72.0,Orders-103_TOF189563-Trade-History_parsed Orders-101 by Claude.csv
TAKEPROFIT917806711,MYM,MYMU6,Long,4.0,53702.0,2026-08-27T22:01:33,53707.0,2026-08-27T23:32:35,10.0,Orders-98.csv
TAKEPROFIT917806711,MYM,MYMU6,Short,4.0,53685.0,2026-08-28T00:22:22,53657.0,2026-08-28T01:37:20,56.0,Orders-99.csv
TAKEPROFIT917806711,MCL,MCLV6,Short,2.0,83.42,2026-08-27T22:30:18,82.71,2026-08-28T03:31:49,142.0,Orders-99.csv
TAKEPROFIT917806711,M2K,M2KU6,Short,7.0,3022.3,2026-08-28T02:34:08,3017.2,2026-08-28T06:44:02,178.5,Orders-99.csv
TOF189563,MCL,MCLV6,Short,1.0,83.42,2026-08-28T02:30:18,82.78,2026-08-28T06:45:23,64.0,Orders-103_TOF189563-Trade-History_parsed Orders-101 by Claude.csv
TOF189563,MCL,MCLV6,Short,1.0,83.42,2026-08-28T02:30:22,82.78,2026-08-28T06:45:23,64.0,Orders-103_TOF189563-Trade-History_parsed Orders-101 by Claude.csv
TOF189562,MGC,MGCZ6,Short,1.0,4662.9,2026-08-28T06:57:04,4656.3,2026-08-28T07:07:20,66.0,Orders-102_TOF189562-Trade-History_parsed Orders-100 by Claude.csv
TOF189562,MCL,MCLV6,Short,1.0,83.42,2026-08-28T02:30:18,83.03,2026-08-28T07:12:42,39.0,Orders-102_TOF189562-Trade-History_parsed Orders-100 by Claude.csv
TOF189562,MCL,MCLV6,Short,1.0,83.42,2026-08-28T02:30:22,83.03,2026-08-28T07:12:42,39.0,Orders-102_TOF189562-Trade-History_parsed Orders-100 by Claude.csv
TOF197288,M2K,M2KU6,Short,6.0,3020.0,2026-08-28T09:30:02,3011.3,2026-08-28T09:42:26,261.0,Orders-104.csv
TAKEPROFIT917806711,MGC,MGCZ6,Short,1.0,4652.0,2026-08-28T02:49:52,4633.2,2026-08-28T10:02:28,188.0,Orders-99.csv
TOF197288,MYM,MYMU6,Short,4.0,53687.0,2026-08-28T08:13:56,53591.0,2026-08-28T10:13:42,192.0,Orders-104.csv
TAKEPROFIT917806711,MYM,MYMU6,Short,5.0,53697.0,2026-08-28T02:22:18,53571.0,2026-08-28T10:27:38,315.0,Orders-99.csv
TAKEPROFIT917806711,M2K,M2KU6,Short,3.0,2994.8,2026-08-28T10:30:30,2994.3,2026-08-28T10:30:49,7.5,Orders-99.csv
TOF197288,M2K,M2KU6,Long,6.0,2986.1,2026-08-28T11:56:47,2977.1,2026-08-28T16:10:02,-270.0,Orders-104.csv
TAKEPROFITPRO781112132,MES,MESU6,Long,2.0,7689.5,2026-08-31T15:14:07,7690.75,2026-08-31T15:23:00,12.5,Orders-106.csv
TAKEPROFITPRO781112132,MNQ,MNQU6,Long,1.0,29140.25,2026-09-01T10:15:05,29255.25,2026-09-01T10:48:21,230.0,Orders-107.csv
TAKEPROFITPRO781112132,MNQ,MNQU6,Short,1.0,29173.0,2026-09-01T12:28:06,29041.0,2026-09-01T14:42:42,264.0,Orders-107.csv
